"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Oct 28 06:12:04 GMT 2022","Fri Oct 28 06:12:48 GMT 2022","44752","","empty spec","","","","7-5. 유료로 설정한 클래스에서 할인 금액이 0인 경우 서비스 구독 수강신청 건수 차감 안 됨",""
"passed","Fri Oct 28 06:09:29 GMT 2022","Fri Oct 28 06:10:10 GMT 2022","41521","","empty spec","","","","7-2. 유료에서 할인 금액이 0인 경우 운영자 승인이 활성화되어 있으면 저장 방지",""
"passed","Fri Oct 28 06:12:49 GMT 2022","Fri Oct 28 06:13:22 GMT 2022","33850","","empty spec","","","","7-6. 원복",""
"passed","Fri Oct 28 06:10:45 GMT 2022","Fri Oct 28 06:11:14 GMT 2022","29030","","empty spec","","","","원복",""
"passed","Fri Oct 28 06:07:29 GMT 2022","Fri Oct 28 06:09:29 GMT 2022","119672","","empty spec","","","","7-1. 무료로 설정한 클래스에서 운영자 승인이 활성화되어 있으면 저장 방지 확인",""
"failed","Fri Oct 28 06:11:15 GMT 2022","Fri Oct 28 06:12:04 GMT 2022","49116","","empty spec","","","","7-4. 무료로 설정한 클래스에서 수강신청을 한 경우 서비스 구독 수강신청 건수 차감 안 됨",""
"passed","Fri Oct 28 06:10:10 GMT 2022","Fri Oct 28 06:10:45 GMT 2022","34939","","empty spec","","","","7-3. 유료로 설정한 클래스이거나 할인 금액이 0보다 큰 경우 운영자 승인이 활성화되어도 저장 가능",""
