"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 25 05:32:55 GMT 2022","Tue Oct 25 05:33:48 GMT 2022","53629","","empty spec","","","","6-6. class update(강의 관리- 라이브 미팅 추가))",""
"failed","Tue Oct 25 05:29:35 GMT 2022","Tue Oct 25 05:30:11 GMT 2022","35636","","empty spec","","","","6-2. class update(수강생)",""
"failed","Tue Oct 25 05:34:46 GMT 2022","Tue Oct 25 05:35:29 GMT 2022","42575","","empty spec","","","","6-8. class update(클래스 복제 & 삭제))",""
"failed","Tue Oct 25 05:31:44 GMT 2022","Tue Oct 25 05:32:55 GMT 2022","71243","","empty spec","","","","6-5. class update(추가 정보))",""
"failed","Tue Oct 25 05:30:56 GMT 2022","Tue Oct 25 05:31:43 GMT 2022","47924","","empty spec","","","","6-4. class update(결제 설정)",""
"failed","Tue Oct 25 05:30:11 GMT 2022","Tue Oct 25 05:30:55 GMT 2022","44800","","empty spec","","","","6-3. class update(클래스 설정)",""
"passed","Tue Oct 25 05:28:20 GMT 2022","Tue Oct 25 05:29:35 GMT 2022","74571","","empty spec","","","","6-1. class update",""
"failed","Tue Oct 25 05:33:49 GMT 2022","Tue Oct 25 05:34:46 GMT 2022","57893","","empty spec","","","","6-7. class update(강의 관리- 라이브 미팅 추가))",""
