"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Nov 03 07:44:39 GMT 2022","Thu Nov 03 07:45:00 GMT 2022","21031","","empty spec","","","","6-3. class update(클래스 설정)",""
"passed","Thu Nov 03 07:42:58 GMT 2022","Thu Nov 03 07:43:22 GMT 2022","24004","","empty spec","","","","5-1. class insert(강의 라이브 생성))",""
"passed","Thu Nov 03 07:39:59 GMT 2022","Thu Nov 03 07:40:29 GMT 2022","30296","","empty spec","","","","3-1. editinformation page check",""
"failed","Thu Nov 03 07:45:22 GMT 2022","Thu Nov 03 07:45:43 GMT 2022","21508","","empty spec","","","","6-5. class update(추가 정보))",""
"failed","Thu Nov 03 07:46:08 GMT 2022","Thu Nov 03 07:46:35 GMT 2022","26217","","empty spec","","","","6-7. class update(강의 관리- 라이브 미팅 추가))",""
"failed","Thu Nov 03 07:45:43 GMT 2022","Thu Nov 03 07:46:08 GMT 2022","24908","","empty spec","","","","6-6. class update(강의 관리- 라이브 미팅 추가))",""
"passed","Thu Nov 03 07:38:34 GMT 2022","Thu Nov 03 07:38:44 GMT 2022","10004","","empty spec","","","","1. login menu test",""
"passed","Thu Nov 03 07:39:49 GMT 2022","Thu Nov 03 07:39:59 GMT 2022","10521","","empty spec","","","","3. mypage page check",""
"passed","Thu Nov 03 07:41:34 GMT 2022","Thu Nov 03 07:41:55 GMT 2022","20697","","empty spec","","","","4-2. site service (구독관리)",""
"passed","Thu Nov 03 07:39:32 GMT 2022","Thu Nov 03 07:39:38 GMT 2022","5729","","empty spec","","","","2-5. createaccount failse(no checkbox)",""
"failed","Thu Nov 03 07:43:56 GMT 2022","Thu Nov 03 07:44:20 GMT 2022","24038","","empty spec","","","","6-1. class update",""
"passed","Thu Nov 03 07:39:21 GMT 2022","Thu Nov 03 07:39:25 GMT 2022","4732","","empty spec","","","","2-2. createaccount failse(no password)",""
"passed","Thu Nov 03 07:38:44 GMT 2022","Thu Nov 03 07:38:48 GMT 2022","4470","","empty spec","","","","1-1. Login failse (error email&error password)",""
"passed","Thu Nov 03 07:39:14 GMT 2022","Thu Nov 03 07:39:20 GMT 2022","6207","","empty spec","","","","2-1. createaccount failse (error email)",""
"passed","Thu Nov 03 07:38:57 GMT 2022","Thu Nov 03 07:39:03 GMT 2022","5653","","empty spec","","","","1-4. Login should mypage login & logout",""
"passed","Thu Nov 03 07:40:30 GMT 2022","Thu Nov 03 07:40:42 GMT 2022","12420","","empty spec","","","","3-2. editinformation email check",""
"passed","Thu Nov 03 07:39:25 GMT 2022","Thu Nov 03 07:39:28 GMT 2022","2491","","empty spec","","","","2-3. createaccount failse(no email & password)",""
"passed","Thu Nov 03 07:40:58 GMT 2022","Thu Nov 03 07:41:34 GMT 2022","35477","","empty spec","","","","4-1. site check",""
"passed","Thu Nov 03 07:38:54 GMT 2022","Thu Nov 03 07:38:57 GMT 2022","3159","","empty spec","","","","1-3. Login failse(no email & password)",""
"failed","Thu Nov 03 07:44:20 GMT 2022","Thu Nov 03 07:44:39 GMT 2022","19339","","empty spec","","","","6-2. class update(수강생)",""
"passed","Thu Nov 03 07:37:46 GMT 2022","Thu Nov 03 07:38:21 GMT 2022","34814","","empty spec","","","","0. 사이트 개설",""
"passed","Thu Nov 03 07:41:55 GMT 2022","Thu Nov 03 07:42:32 GMT 2022","37623","","empty spec","","","","4-3. site service (구독 나머지)",""
"failed","Thu Nov 03 07:45:00 GMT 2022","Thu Nov 03 07:45:22 GMT 2022","21517","","empty spec","","","","6-4. class update(결제 설정)",""
"failed","Thu Nov 03 07:43:22 GMT 2022","Thu Nov 03 07:43:41 GMT 2022","19192","","empty spec","","","","5-5. class insert(강의 공개)",""
"passed","Thu Nov 03 07:39:28 GMT 2022","Thu Nov 03 07:39:32 GMT 2022","3998","","empty spec","","","","2-4. createaccount failse(no checkbox)",""
"failed","Thu Nov 03 07:46:35 GMT 2022","Thu Nov 03 07:47:02 GMT 2022","27780","","empty spec","","","","6-8. class update(클래스 복제 & 삭제))",""
"passed","Thu Nov 03 07:38:48 GMT 2022","Thu Nov 03 07:38:54 GMT 2022","5621","","empty spec","","","","1-2. Login failse(no password)",""
"failed","Thu Nov 03 07:47:03 GMT 2022","Thu Nov 03 07:47:33 GMT 2022","30523","","empty spec","","","","6-9. 원복",""
