"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 28 04:43:19 GMT 2022","Fri Oct 28 04:44:21 GMT 2022","61769","","empty spec","","","","7-1. 무료로 설정한 클래스에서 운영자 승인이 활성화되어 있으면 저장 방지 확인",""
"passed","Fri Oct 28 04:44:21 GMT 2022","Fri Oct 28 04:44:57 GMT 2022","36642","","empty spec","","","","7-2. 유료에서 할인 금액이 0인 경우 운영자 승인이 활성화되어 있으면 저장 방지",""
"passed","Fri Oct 28 04:44:57 GMT 2022","Fri Oct 28 04:45:28 GMT 2022","30688","","empty spec","","","","7-3. 유료로 설정한 클래스이거나 할인 금액이 0보다 큰 경우 운영자 승인이 활성화되어도 저장 가능",""
"passed","Fri Oct 28 04:45:28 GMT 2022","Fri Oct 28 04:45:57 GMT 2022","29376","","empty spec","","","","원복",""
"passed","Fri Oct 28 04:48:11 GMT 2022","Fri Oct 28 04:48:50 GMT 2022","39431","","empty spec","","","","7-6. 원복",""
"failed","Fri Oct 28 04:47:24 GMT 2022","Fri Oct 28 04:48:11 GMT 2022","46457","","empty spec","","","","7-5. 유료로 설정한 클래스에서 할인 금액이 0인 경우 서비스 구독 수강신청 건수 차감 안 됨",""
"failed","Fri Oct 28 04:45:57 GMT 2022","Fri Oct 28 04:47:24 GMT 2022","86777","","empty spec","","","","7-4. 무료로 설정한 클래스에서 수강신청을 한 경우 서비스 구독 수강신청 건수 차감 안 됨",""
