"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 31 00:56:29 GMT 2022","Mon Oct 31 00:56:32 GMT 2022","3171","","empty spec","","","","1-3. Login failse(no email & password)",""
"passed","Mon Oct 31 00:57:23 GMT 2022","Mon Oct 31 00:57:34 GMT 2022","11096","","empty spec","","","","3. mypage page check",""
"passed","Mon Oct 31 00:56:51 GMT 2022","Mon Oct 31 00:56:58 GMT 2022","6662","","empty spec","","","","2-1. createaccount failse (error email)",""
"passed","Mon Oct 31 00:56:58 GMT 2022","Mon Oct 31 00:57:02 GMT 2022","4867","","empty spec","","","","2-2. createaccount failse(no password)",""
"passed","Mon Oct 31 00:58:03 GMT 2022","Mon Oct 31 00:58:14 GMT 2022","10866","","empty spec","","","","3-2. editinformation email check",""
"passed","Mon Oct 31 01:01:37 GMT 2022","Mon Oct 31 01:01:51 GMT 2022","13896","","empty spec","","","","5-4. class insert(강의 라이브 강의 참여하기-나의 강의실))",""
"passed","Mon Oct 31 00:57:34 GMT 2022","Mon Oct 31 00:58:03 GMT 2022","28762","","empty spec","","","","3-1. editinformation page check",""
"passed","Mon Oct 31 00:56:19 GMT 2022","Mon Oct 31 00:56:24 GMT 2022","5167","","empty spec","","","","1-1. Login failse (error email&error password)",""
"passed","Mon Oct 31 00:57:05 GMT 2022","Mon Oct 31 00:57:09 GMT 2022","3857","","empty spec","","","","2-4. createaccount failse(no checkbox)",""
"passed","Mon Oct 31 01:01:24 GMT 2022","Mon Oct 31 01:01:37 GMT 2022","13227","","empty spec","","","","5-3. class insert(강의 라이브 강의 참여하기-팝업))",""
"passed","Mon Oct 31 00:59:27 GMT 2022","Mon Oct 31 01:00:05 GMT 2022","38858","","empty spec","","","","4-3. site service (구독 나머지)",""
"passed","Mon Oct 31 00:54:56 GMT 2022","Mon Oct 31 00:55:48 GMT 2022","51782","","empty spec","","","","0. 사이트 개설",""
"passed","Mon Oct 31 00:57:09 GMT 2022","Mon Oct 31 00:57:13 GMT 2022","4132","","empty spec","","","","2-5. createaccount failse(no checkbox)",""
"passed","Mon Oct 31 00:56:32 GMT 2022","Mon Oct 31 00:56:38 GMT 2022","6008","","empty spec","","","","1-4. Login should mypage login & logout",""
"passed","Mon Oct 31 00:57:03 GMT 2022","Mon Oct 31 00:57:05 GMT 2022","2536","","empty spec","","","","2-3. createaccount failse(no email & password)",""
"passed","Mon Oct 31 01:00:30 GMT 2022","Mon Oct 31 01:01:05 GMT 2022","35062","","empty spec","","","","5-1. class insert(강의 라이브 생성))",""
"passed","Mon Oct 31 00:59:08 GMT 2022","Mon Oct 31 00:59:27 GMT 2022","18347","","empty spec","","","","4-2. site service (구독관리)",""
"failed","Mon Oct 31 01:01:51 GMT 2022","Mon Oct 31 01:02:11 GMT 2022","20084","","empty spec","","","","5-5. class insert(강의 공개)",""
"failed","Mon Oct 31 01:01:05 GMT 2022","Mon Oct 31 01:01:24 GMT 2022","18356","","empty spec","","","","5-2. class insert(강의 라이브 강의 참여하기-강의실 입장))",""
"passed","Mon Oct 31 00:58:30 GMT 2022","Mon Oct 31 00:59:08 GMT 2022","38595","","empty spec","","","","4-1. site check",""
"passed","Mon Oct 31 00:56:04 GMT 2022","Mon Oct 31 00:56:18 GMT 2022","14156","","empty spec","","","","1. login menu test",""
"passed","Mon Oct 31 00:56:24 GMT 2022","Mon Oct 31 00:56:29 GMT 2022","5542","","empty spec","","","","1-2. Login failse(no password)",""
