"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Nov 15 05:58:30 GMT 2022","Tue Nov 15 05:59:57 GMT 2022","87203","","empty spec","","","","7-4. 무료로 설정한 클래스에서 수강신청을 한 경우 서비스 구독 수강신청 건수 차감 안 됨",""
"passed","Tue Nov 15 05:36:00 GMT 2022","Tue Nov 15 05:36:35 GMT 2022","35316","","empty spec","","","","0. 사이트 개설",""
"passed","Tue Nov 15 05:40:47 GMT 2022","Tue Nov 15 05:41:34 GMT 2022","47031","","empty spec","","","","4-1. site check",""
"failed","Tue Nov 15 05:46:55 GMT 2022","Tue Nov 15 05:47:41 GMT 2022","46281","","empty spec","","","","6-4. class update(결제 설정)",""
"passed","Tue Nov 15 05:37:27 GMT 2022","Tue Nov 15 05:37:37 GMT 2022","9844","","empty spec","","","","1-3. Login failse(no email & password)",""
"failed","Tue Nov 15 05:59:57 GMT 2022","Tue Nov 15 06:01:31 GMT 2022","93641","","empty spec","","","","7-5. 유료로 설정한 클래스에서 할인 금액이 0인 경우 서비스 구독 수강신청 건수 차감 안 됨",""
"failed","Tue Nov 15 05:37:13 GMT 2022","Tue Nov 15 05:37:27 GMT 2022","14513","","empty spec","","","","1-2. Login failse(no password)",""
"passed","Tue Nov 15 05:39:21 GMT 2022","Tue Nov 15 05:40:07 GMT 2022","46806","","empty spec","","","","3-1. editinformation page check",""
"passed","Tue Nov 15 05:40:07 GMT 2022","Tue Nov 15 05:40:27 GMT 2022","19511","","empty spec","","","","3-2. editinformation email check",""
"passed","Tue Nov 15 05:47:41 GMT 2022","Tue Nov 15 05:50:03 GMT 2022","141411","","empty spec","","","","6-5. class update(추가 정보))",""
"passed","Tue Nov 15 05:38:17 GMT 2022","Tue Nov 15 05:38:25 GMT 2022","8897","","empty spec","","","","2-2. createaccount failse(no password)",""
"passed","Tue Nov 15 05:38:43 GMT 2022","Tue Nov 15 05:38:52 GMT 2022","8934","","empty spec","","","","2-5. createaccount failse(no checkbox)",""
"passed","Tue Nov 15 05:50:03 GMT 2022","Tue Nov 15 05:50:58 GMT 2022","55123","","empty spec","","","","6-6. class update(강의 관리- 라이브 미팅 추가))",""
"passed","Tue Nov 15 05:38:05 GMT 2022","Tue Nov 15 05:38:17 GMT 2022","11386","","empty spec","","","","2-1. createaccount failse (error email)",""
"passed","Tue Nov 15 05:37:37 GMT 2022","Tue Nov 15 05:37:49 GMT 2022","11930","","empty spec","","","","1-4. Login should mypage login & logout",""
"passed","Tue Nov 15 05:51:48 GMT 2022","Tue Nov 15 05:52:31 GMT 2022","43236","","empty spec","","","","6-8. class update(클래스 복제 & 삭제))",""
"failed","Tue Nov 15 05:56:02 GMT 2022","Tue Nov 15 05:56:55 GMT 2022","52952","","empty spec","","","","7-2. 유료에서 할인 금액이 0인 경우 운영자 승인이 활성화되어 있으면 저장 방지",""
"passed","Tue Nov 15 05:38:34 GMT 2022","Tue Nov 15 05:38:43 GMT 2022","9104","","empty spec","","","","2-4. createaccount failse(no checkbox)",""
"passed","Tue Nov 15 05:38:25 GMT 2022","Tue Nov 15 05:38:34 GMT 2022","8788","","empty spec","","","","2-3. createaccount failse(no email & password)",""
"failed","Tue Nov 15 05:57:41 GMT 2022","Tue Nov 15 05:58:30 GMT 2022","49174","","empty spec","","","","7-3 원복",""
"failed","Tue Nov 15 06:01:31 GMT 2022","Tue Nov 15 06:02:32 GMT 2022","61407","","empty spec","","","","7-6. 원복",""
"failed","Tue Nov 15 05:44:54 GMT 2022","Tue Nov 15 05:45:34 GMT 2022","40094","","empty spec","","","","6-2. class update(수강생)",""
"passed","Tue Nov 15 05:50:58 GMT 2022","Tue Nov 15 05:51:48 GMT 2022","49794","","empty spec","","","","6-7. class update(강의 관리- 라이브 미팅 추가))",""
"passed","Tue Nov 15 05:56:55 GMT 2022","Tue Nov 15 05:57:41 GMT 2022","45559","","empty spec","","","","7-3. 유료로 설정한 클래스이거나 할인 금액이 0보다 큰 경우 운영자 승인이 활성화되어도 저장 가능",""
"passed","Tue Nov 15 05:36:48 GMT 2022","Tue Nov 15 05:37:03 GMT 2022","14577","","empty spec","","","","1. login menu test",""
"passed","Tue Nov 15 05:45:34 GMT 2022","Tue Nov 15 05:46:55 GMT 2022","80394","","empty spec","","","","6-3. class update(클래스 설정)",""
"passed","Tue Nov 15 05:41:34 GMT 2022","Tue Nov 15 05:41:59 GMT 2022","25059","","empty spec","","","","4-2. site service (구독관리)",""
"passed","Tue Nov 15 05:43:12 GMT 2022","Tue Nov 15 05:43:54 GMT 2022","41343","","empty spec","","","","5-1. class insert(강의 라이브 생성))",""
"passed","Tue Nov 15 05:41:59 GMT 2022","Tue Nov 15 05:42:45 GMT 2022","46037","","empty spec","","","","4-3. site service (구독 나머지)",""
"passed","Tue Nov 15 05:55:09 GMT 2022","Tue Nov 15 05:56:02 GMT 2022","52973","","empty spec","","","","7-1. 무료로 설정한 클래스에서 운영자 승인이 활성화되어 있으면 저장 방지 확인",""
"passed","Tue Nov 15 05:52:31 GMT 2022","Tue Nov 15 05:53:22 GMT 2022","50656","","empty spec","","","","6-9. 원복",""
"passed","Tue Nov 15 05:37:03 GMT 2022","Tue Nov 15 05:37:13 GMT 2022","9848","","empty spec","","","","1-1. Login failse (error email&error password)",""
"passed","Tue Nov 15 05:39:06 GMT 2022","Tue Nov 15 05:39:20 GMT 2022","14475","","empty spec","","","","3. mypage page check",""
"passed","Tue Nov 15 05:44:07 GMT 2022","Tue Nov 15 05:44:54 GMT 2022","47251","","empty spec","","","","6-1. class update",""
