"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 26 04:01:27 GMT 2022","Wed Oct 26 04:02:21 GMT 2022","54446","","empty spec","","","","4-3. site service (구독 나머지)",""
"passed","Wed Oct 26 03:58:41 GMT 2022","Wed Oct 26 03:58:45 GMT 2022","4616","","empty spec","","","","2-5. createaccount failse(no checkbox)",""
"passed","Wed Oct 26 04:02:54 GMT 2022","Wed Oct 26 04:03:32 GMT 2022","38301","","empty spec","","","","5-1. class insert(강의 라이브 생성))",""
"passed","Wed Oct 26 04:10:22 GMT 2022","Wed Oct 26 04:10:54 GMT 2022","31076","","empty spec","","","","6-8. class update(클래스 복제 & 삭제))",""
"passed","Wed Oct 26 04:09:44 GMT 2022","Wed Oct 26 04:10:22 GMT 2022","37947","","empty spec","","","","6-7. class update(강의 관리- 라이브 미팅 추가))",""
"passed","Wed Oct 26 03:57:27 GMT 2022","Wed Oct 26 03:57:49 GMT 2022","21928","","empty spec","","","","1. login menu test",""
"passed","Wed Oct 26 03:58:03 GMT 2022","Wed Oct 26 03:58:09 GMT 2022","5902","","empty spec","","","","1-4. Login should mypage login & logout",""
"passed","Wed Oct 26 03:57:54 GMT 2022","Wed Oct 26 03:58:00 GMT 2022","6016","","empty spec","","","","1-2. Login failse(no password)",""
"passed","Wed Oct 26 04:09:05 GMT 2022","Wed Oct 26 04:09:44 GMT 2022","39404","","empty spec","","","","6-6. class update(강의 관리- 라이브 미팅 추가))",""
"passed","Wed Oct 26 04:01:01 GMT 2022","Wed Oct 26 04:01:27 GMT 2022","26327","","empty spec","","","","4-2. site service (구독관리)",""
"passed","Wed Oct 26 03:58:00 GMT 2022","Wed Oct 26 03:58:03 GMT 2022","3128","","empty spec","","","","1-3. Login failse(no email & password)",""
"passed","Wed Oct 26 03:56:19 GMT 2022","Wed Oct 26 03:57:11 GMT 2022","51858","","empty spec","","","","0. 사이트 개설",""
"failed","Wed Oct 26 04:08:07 GMT 2022","Wed Oct 26 04:09:05 GMT 2022","57783","","empty spec","","","","6-5. class update(추가 정보))",""
"passed","Wed Oct 26 03:59:45 GMT 2022","Wed Oct 26 03:59:56 GMT 2022","11230","","empty spec","","","","3-2. editinformation email check",""
"failed","Wed Oct 26 04:06:42 GMT 2022","Wed Oct 26 04:07:15 GMT 2022","33232","","empty spec","","","","6-3. class update(클래스 설정)",""
"passed","Wed Oct 26 03:58:37 GMT 2022","Wed Oct 26 03:58:41 GMT 2022","3815","","empty spec","","","","2-4. createaccount failse(no checkbox)",""
"passed","Wed Oct 26 03:58:29 GMT 2022","Wed Oct 26 03:58:33 GMT 2022","3745","","empty spec","","","","2-2. createaccount failse(no password)",""
"failed","Wed Oct 26 04:04:34 GMT 2022","Wed Oct 26 04:04:54 GMT 2022","20383","","empty spec","","","","5-5. class insert(강의 공개)",""
"passed","Wed Oct 26 03:59:15 GMT 2022","Wed Oct 26 03:59:45 GMT 2022","29484","","empty spec","","","","3-1. editinformation page check",""
"passed","Wed Oct 26 04:05:23 GMT 2022","Wed Oct 26 04:06:09 GMT 2022","45946","","empty spec","","","","6-1. class update",""
"passed","Wed Oct 26 03:58:55 GMT 2022","Wed Oct 26 03:59:15 GMT 2022","19696","","empty spec","","","","3. mypage page check",""
"passed","Wed Oct 26 04:03:32 GMT 2022","Wed Oct 26 04:04:09 GMT 2022","36564","","empty spec","","","","5-2. class insert(강의 라이브 강의 참여하기-강의실 입장))",""
"passed","Wed Oct 26 04:04:22 GMT 2022","Wed Oct 26 04:04:34 GMT 2022","11446","","empty spec","","","","5-4. class insert(강의 라이브 강의 참여하기-나의 강의실))",""
"passed","Wed Oct 26 03:58:33 GMT 2022","Wed Oct 26 03:58:37 GMT 2022","4036","","empty spec","","","","2-3. createaccount failse(no email & password)",""
"failed","Wed Oct 26 04:00:13 GMT 2022","Wed Oct 26 04:01:01 GMT 2022","47282","","empty spec","","","","4-1. site check",""
"passed","Wed Oct 26 04:04:09 GMT 2022","Wed Oct 26 04:04:22 GMT 2022","13787","","empty spec","","","","5-3. class insert(강의 라이브 강의 참여하기-팝업))",""
"passed","Wed Oct 26 04:07:16 GMT 2022","Wed Oct 26 04:08:07 GMT 2022","51600","","empty spec","","","","6-4. class update(결제 설정)",""
"passed","Wed Oct 26 03:58:23 GMT 2022","Wed Oct 26 03:58:29 GMT 2022","6457","","empty spec","","","","2-1. createaccount failse (error email)",""
"passed","Wed Oct 26 04:06:09 GMT 2022","Wed Oct 26 04:06:42 GMT 2022","33313","","empty spec","","","","6-2. class update(수강생)",""
"passed","Wed Oct 26 03:57:49 GMT 2022","Wed Oct 26 03:57:54 GMT 2022","4976","","empty spec","","","","1-1. Login failse (error email&error password)",""
