"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 31 01:51:17 GMT 2022","Mon Oct 31 01:51:20 GMT 2022","2980","","empty spec","","","","1-3. Login failse(no email & password)",""
"passed","Mon Oct 31 01:51:52 GMT 2022","Mon Oct 31 01:51:56 GMT 2022","3880","","empty spec","","","","2-5. createaccount failse(no checkbox)",""
"passed","Mon Oct 31 01:51:20 GMT 2022","Mon Oct 31 01:51:25 GMT 2022","5228","","empty spec","","","","1-4. Login should mypage login & logout",""
"passed","Mon Oct 31 01:51:42 GMT 2022","Mon Oct 31 01:51:45 GMT 2022","3400","","empty spec","","","","2-2. createaccount failse(no password)",""
"passed","Mon Oct 31 01:52:45 GMT 2022","Mon Oct 31 01:52:55 GMT 2022","10606","","empty spec","","","","3-2. editinformation email check",""
"passed","Mon Oct 31 01:52:05 GMT 2022","Mon Oct 31 01:52:15 GMT 2022","10019","","empty spec","","","","3. mypage page check",""
"passed","Mon Oct 31 01:51:45 GMT 2022","Mon Oct 31 01:51:48 GMT 2022","3501","","empty spec","","","","2-3. createaccount failse(no email & password)",""
"passed","Mon Oct 31 01:52:15 GMT 2022","Mon Oct 31 01:52:45 GMT 2022","29522","","empty spec","","","","3-1. editinformation page check",""
"passed","Mon Oct 31 01:51:07 GMT 2022","Mon Oct 31 01:51:11 GMT 2022","4120","","empty spec","","","","1-1. Login failse (error email&error password)",""
"passed","Mon Oct 31 01:51:11 GMT 2022","Mon Oct 31 01:51:17 GMT 2022","5332","","empty spec","","","","1-2. Login failse(no password)",""
"passed","Mon Oct 31 01:51:36 GMT 2022","Mon Oct 31 01:51:42 GMT 2022","5881","","empty spec","","","","2-1. createaccount failse (error email)",""
"passed","Mon Oct 31 01:50:01 GMT 2022","Mon Oct 31 01:50:44 GMT 2022","43175","","empty spec","","","","0. 사이트 개설",""
"passed","Mon Oct 31 01:50:57 GMT 2022","Mon Oct 31 01:51:07 GMT 2022","9741","","empty spec","","","","1. login menu test",""
"passed","Mon Oct 31 01:51:49 GMT 2022","Mon Oct 31 01:51:52 GMT 2022","3532","","empty spec","","","","2-4. createaccount failse(no checkbox)",""
