"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 01 01:02:33 GMT 2022","Tue Nov 01 01:02:36 GMT 2022","3366","","empty spec","","","","1-3. Login failse(no email & password)",""
"failed","Tue Nov 01 01:09:59 GMT 2022","Tue Nov 01 01:10:22 GMT 2022","22625","","empty spec","","","","6-4. class update(결제 설정)",""
"failed","Tue Nov 01 01:12:19 GMT 2022","Tue Nov 01 01:12:52 GMT 2022","32970","","empty spec","","","","6-9. 원복",""
"passed","Tue Nov 01 01:08:36 GMT 2022","Tue Nov 01 01:09:16 GMT 2022","39082","","empty spec","","","","6-1. class update",""
"failed","Tue Nov 01 01:09:16 GMT 2022","Tue Nov 01 01:09:37 GMT 2022","21262","","empty spec","","","","6-2. class update(수강생)",""
"passed","Tue Nov 01 01:04:14 GMT 2022","Tue Nov 01 01:04:26 GMT 2022","12107","","empty spec","","","","3-2. editinformation email check",""
"passed","Tue Nov 01 01:03:43 GMT 2022","Tue Nov 01 01:04:14 GMT 2022","30384","","empty spec","","","","3-1. editinformation page check",""
"passed","Tue Nov 01 01:02:06 GMT 2022","Tue Nov 01 01:02:21 GMT 2022","14476","","empty spec","","","","1. login menu test",""
"failed","Tue Nov 01 01:09:37 GMT 2022","Tue Nov 01 01:09:59 GMT 2022","21950","","empty spec","","","","6-3. class update(클래스 설정)",""
"passed","Tue Nov 01 01:05:18 GMT 2022","Tue Nov 01 01:06:14 GMT 2022","55218","","empty spec","","","","4-2. site service (구독관리)",""
"passed","Tue Nov 01 01:03:09 GMT 2022","Tue Nov 01 01:03:13 GMT 2022","3781","","empty spec","","","","2-4. createaccount failse(no checkbox)",""
"passed","Tue Nov 01 01:02:27 GMT 2022","Tue Nov 01 01:02:33 GMT 2022","5583","","empty spec","","","","1-2. Login failse(no password)",""
"failed","Tue Nov 01 01:11:15 GMT 2022","Tue Nov 01 01:11:43 GMT 2022","28208","","empty spec","","","","6-7. class update(강의 관리- 라이브 미팅 추가))",""
"passed","Tue Nov 01 01:07:27 GMT 2022","Tue Nov 01 01:07:58 GMT 2022","30902","","empty spec","","","","5-1. class insert(강의 라이브 생성))",""
"passed","Tue Nov 01 01:02:21 GMT 2022","Tue Nov 01 01:02:27 GMT 2022","6353","","empty spec","","","","1-1. Login failse (error email&error password)",""
"passed","Tue Nov 01 01:11:43 GMT 2022","Tue Nov 01 01:12:18 GMT 2022","34515","","empty spec","","","","6-8. class update(클래스 복제 & 삭제))",""
"passed","Tue Nov 01 01:03:01 GMT 2022","Tue Nov 01 01:03:05 GMT 2022","3748","","empty spec","","","","2-2. createaccount failse(no password)",""
"passed","Tue Nov 01 01:03:28 GMT 2022","Tue Nov 01 01:03:43 GMT 2022","15463","","empty spec","","","","3. mypage page check",""
"passed","Tue Nov 01 01:04:42 GMT 2022","Tue Nov 01 01:05:18 GMT 2022","35988","","empty spec","","","","4-1. site check",""
"passed","Tue Nov 01 01:02:36 GMT 2022","Tue Nov 01 01:02:42 GMT 2022","5867","","empty spec","","","","1-4. Login should mypage login & logout",""
"passed","Tue Nov 01 01:02:55 GMT 2022","Tue Nov 01 01:03:01 GMT 2022","6441","","empty spec","","","","2-1. createaccount failse (error email)",""
"passed","Tue Nov 01 01:06:14 GMT 2022","Tue Nov 01 01:06:56 GMT 2022","41964","","empty spec","","","","4-3. site service (구독 나머지)",""
"passed","Tue Nov 01 01:03:05 GMT 2022","Tue Nov 01 01:03:09 GMT 2022","4079","","empty spec","","","","2-3. createaccount failse(no email & password)",""
"passed","Tue Nov 01 01:00:54 GMT 2022","Tue Nov 01 01:01:49 GMT 2022","55122","","empty spec","","","","0. 사이트 개설",""
"failed","Tue Nov 01 01:10:22 GMT 2022","Tue Nov 01 01:10:47 GMT 2022","25740","","empty spec","","","","6-5. class update(추가 정보))",""
"failed","Tue Nov 01 01:10:47 GMT 2022","Tue Nov 01 01:11:15 GMT 2022","27780","","empty spec","","","","6-6. class update(강의 관리- 라이브 미팅 추가))",""
"passed","Tue Nov 01 01:07:58 GMT 2022","Tue Nov 01 01:08:20 GMT 2022","22016","","empty spec","","","","5-5. class insert(강의 공개)",""
"passed","Tue Nov 01 01:03:13 GMT 2022","Tue Nov 01 01:03:17 GMT 2022","4424","","empty spec","","","","2-5. createaccount failse(no checkbox)",""
